,stock,description,tokenized_description
1360,首旅酒店,"['Q2', '业绩', '承压', '等待', '下半年', '复苏']","['Q2', '业绩', '承压', '等待', '下半年', '复苏']"
1361,东方财富,"['东财', '证券', '业绩', '、', '市占率', '逆市', '提升']","['东财', '证券', '业绩', '、', '市占率', '逆市', '提升']"
1362,比亚迪,"['业绩', '超', '预期', '利润', '弹性', '有望', '进一步', '释放']","['业绩', '超', '预期', '利润', '弹性', '有望', '进一步', '释放']"
1363,东方财富,"['经纪', '业务', '和', '投资收益', '推动', '公司业绩', '高增']","['经纪', '业务', '和', '投资收益', '推动', '公司业绩', '高增']"
1364,博腾股份,"['业绩', '超', '预期', '盈利', '能力', '持续', '提升']","['业绩', '超', '预期', '盈利', '能力', '持续', '提升']"
1365,凯莱英2,"['业绩', '高', '增长', '盈利', '能力', '提升']","['业绩', '高', '增长', '盈利', '能力', '提升']"
1366,昭衍新药,"['订单', '高', '保障', '业绩', '高', '增长']","['订单', '高', '保障', '业绩', '高', '增长']"
1367,安彩高科,"['王者', '归来', '加码', '光伏', '玻璃', '燃料', '自供', '和', '区位', '优势', '明显']","['王者', '归来', '加码', '光伏', '玻璃', '燃料', '自供', '和', '区位', '优势', '明显']"
1368,天味食品,"['业绩', '符合', '预期', 'Q2', '净', '利率', '显著', '改善']","['业绩', '符合', '预期', 'Q2', '净', '利率', '显著', '改善']"
1369,绝味食品,"['成本', '压力', '凸显', '改善', '复苏', '可', '期', '—', '—', '中期', '业绩', '预告', '点评']","['成本', '压力', '凸显', '改善', '复苏', '可', '期', '—', '—', '中期', '业绩', '预告', '点评']"
1370,宝立食品,"['津津', '味出', '“', '宝立', '”', '手', '陈陈香腾', '千万家']","['津津', '味出', '“', '宝立', '”', '手', '陈陈香腾', '千万家']"
1371,宝通科技,"['数字', '孪生', '矿山', '系统', '发布', '与', '兖矿', '能源', '合作', '愈发', '紧密']","['数字', '孪生', '矿山', '系统', '发布', '与', '兖矿', '能源', '合作', '愈发', '紧密']"
1372,方正电机,"['2022H1', '盈利', '承压', '下半年', '拐点', '可', '期']","['2022H1', '盈利', '承压', '下半年', '拐点', '可', '期']"
1373,王府井,"['疫情', '扰动', '经营', '承压', '收购', '海南', '旅业', '布局', '奥莱', '业态']","['疫情', '扰动', '经营', '承压', '收购', '海南', '旅业', '布局', '奥莱', '业态']"
1374,天奈科技,"['上半年', '业绩', '高增', '全球化', '布局', '进一步', '完善']","['上半年', '业绩', '高增', '全球化', '布局', '进一步', '完善']"
1375,山东赫达,"['植物', '胶囊', '持续', '放量', '二季度', '业绩', '创新', '高']","['植物', '胶囊', '持续', '放量', '二季度', '业绩', '创新', '高']"
1376,上海机场,"['二季度', '疫情', '冲击', '严重', '亏损', '扩大', '符合', '预期']","['二季度', '疫情', '冲击', '严重', '亏损', '扩大', '符合', '预期']"
1377,天味食品,"['业绩', '超', '预期', '弹性', '正', '兑现']","['业绩', '超', '预期', '弹性', '正', '兑现']"
1378,顺丰控股,"['Q2', '扣非', '利润', '超', '预期', '降本增效', '进行', '时', '、', '增长', '回升', '蓄力', '中']","['Q2', '扣非', '利润', '超', '预期', '降本增效', '进行', '时', '、', '增长', '回升', '蓄力', '中']"
1379,兴森科技,"['聚焦', '双', '主线', '成长', '新', '拐点']","['聚焦', '双', '主线', '成长', '新', '拐点']"
1380,中国东航,"['亏损', '进一步', '扩大', '定增', '提升', '市场', '信心']","['亏损', '进一步', '扩大', '定增', '提升', '市场', '信心']"
1381,日辰股份,"['定制', '餐调', '引领者', '研发', '＋', '渠道', '双管齐下']","['定制', '餐调', '引领者', '研发', '＋', '渠道', '双管齐下']"
1382,兆易创新,"['上半年', '业绩', '超', '预期', '工业', '和', '汽车', '业务', '推动', '结构', '升级']","['上半年', '业绩', '超', '预期', '工业', '和', '汽车', '业务', '推动', '结构', '升级']"
1383,东方财富,"['业绩', '增速', '超', '预期', '战略性', '配置', '窗口', '或', '在', '途']","['业绩', '增速', '超', '预期', '战略性', '配置', '窗口', '或', '在', '途']"
1384,国防军工,"['成长', '有所', '分化', '改革', '加速', '推进']","['成长', '有所', '分化', '改革', '加速', '推进']"
1385,牧原股份,"['业绩', '环比', '改善', '盈利', '将', '受益', '于', '周期', '反转']","['业绩', '环比', '改善', '盈利', '将', '受益', '于', '周期', '反转']"
1386,意华股份,"['Q2', '表现', '亮眼', '光伏', '＋', '连接器', '双轮', '驱动', '成长']","['Q2', '表现', '亮眼', '光伏', '＋', '连接器', '双轮', '驱动', '成长']"
1387,奥海科技,"['聚焦', '充储电', '主业', '同心圆', '布局', '一体化', '平台']","['聚焦', '充储电', '主业', '同心圆', '布局', '一体化', '平台']"
1388,东方财富,"['东财', '证券', '中', '报', '亮眼', '市场', '动荡', '之下', '仍然', '高增', '，', '维持', '推荐']","['东财', '证券', '中', '报', '亮眼', '市场', '动荡', '之下', '仍然', '高增', '，', '维持', '推荐']"
1389,东方财富,"['证券', '公司业绩', '超', '预期', '经纪', '和', '投资收益', '表现', '亮眼']","['证券', '公司业绩', '超', '预期', '经纪', '和', '投资收益', '表现', '亮眼']"
1390,中科创达,"['全球', '布局', '优势', '凸显', '2022', '中报', '业绩', '预告', '再超', '预期', '！']","['全球', '布局', '优势', '凸显', '2022', '中报', '业绩', '预告', '再超', '预期', '！']"
1391,朗新科技,"['新电途市', '占率', '加速', '扩张', '营收', '利润', '强劲', '增长']","['新电途市', '占率', '加速', '扩张', '营收', '利润', '强劲', '增长']"
1392,金融街,"['资产', '被', '低估', '扣非', '亦', '高增']","['资产', '被', '低估', '扣非', '亦', '高增']"
1393,回盛生物,"['养殖', '回暖', '叠加', '产能', '投放', '兽药', '制剂', '龙头', '或', '迎量', '利齐升']","['养殖', '回暖', '叠加', '产能', '投放', '兽药', '制剂', '龙头', '或', '迎量', '利齐升']"
1394,新房成交,"['房地产', '及物管', '行业', '周报', '—', '—', '2022', '年', 'W28', '（', '2022.7', '.', '9', '－', '2022.7', '.', '15', '）']","['房地产', '及物管', '行业', '周报', '—', '—', '2022', '年', 'W28', '（', '2022.7', '.', '9', '－', '2022.7', '.', '15', '）']"
1395,江苏银行,"['业绩', '高', '增超', '预期', '2', '季度', '收入', '增长', '提速']","['业绩', '高', '增超', '预期', '2', '季度', '收入', '增长', '提速']"
1396,晶澳科技,"['需求', '支撑', '全年', '出货', '高增', '盈利', '能力', '继续', '提升']","['需求', '支撑', '全年', '出货', '高增', '盈利', '能力', '继续', '提升']"
1397,中科创达,"['业绩', '略超', '预期', '卡位', '优势', '尽显']","['业绩', '略超', '预期', '卡位', '优势', '尽显']"
1398,峨眉山A,"['Q2', '由盈', '转亏', '静待', '客流', '复苏']","['Q2', '由盈', '转亏', '静待', '客流', '复苏']"
1399,东方财富,"['业绩', '超', '预期', '经纪', '业务', '市占率', '持续', '提升']","['业绩', '超', '预期', '经纪', '业务', '市占率', '持续', '提升']"
1400,中国化学,"['Q2', '收入', '维持', '较', '快', '增长', '新', '材料', '业务', '陆续', '投产']","['Q2', '收入', '维持', '较', '快', '增长', '新', '材料', '业务', '陆续', '投产']"
1401,凌云光首,"['国产', '机器', '视觉', '龙头', '为', '机器', '植入', '眼睛', '和', '大脑']","['国产', '机器', '视觉', '龙头', '为', '机器', '植入', '眼睛', '和', '大脑']"
1402,亚钾国际,"['农钾', '资源', '成功', '过户', '迈向', '国际', '钾盐', '龙头']","['农钾', '资源', '成功', '过户', '迈向', '国际', '钾盐', '龙头']"
1403,比亚迪,"['规模', '优势', '推动', '盈利', '能力', '大幅', '改善', '下半年', '销量', '及', '利润', '持续', '加速', '释放']","['规模', '优势', '推动', '盈利', '能力', '大幅', '改善', '下半年', '销量', '及', '利润', '持续', '加速', '释放']"
1404,钢铁、建,"['仍', '在', '磨底', '阶段', '期待', '反转', '机会']","['仍', '在', '磨底', '阶段', '期待', '反转', '机会']"
1405,中科创达,"['业绩', '预告', '符合', '预期', '聚焦', '智能', '驾驶', '景气', '赛道']","['业绩', '预告', '符合', '预期', '聚焦', '智能', '驾驶', '景气', '赛道']"
1406,中科创达,"['疫情', '之下', '增速', '不减', '产业', '合作', '持续', '落地']","['疫情', '之下', '增速', '不减', '产业', '合作', '持续', '落地']"
1407,江丰电子,"['2022H1', '业绩', '超', '预期', '成长', '动力', '充足', '—', '—', '公司', '信息', '更新', '报告']","['2022H1', '业绩', '超', '预期', '成长', '动力', '充足', '—', '—', '公司', '信息', '更新', '报告']"
1408,朗新科技,"['2022H1', '业绩', '稳健', '聚合', '充电', '迎来', '倍数', '级', '增长']","['2022H1', '业绩', '稳健', '聚合', '充电', '迎来', '倍数', '级', '增长']"
1409,中天科技,"['各', '业务', '向', '好', '趋势', '不变', '海风', '新能源', '成长', '空间', '广阔', '！']","['各', '业务', '向', '好', '趋势', '不变', '海风', '新能源', '成长', '空间', '广阔', '！']"
1410,厦门钨业,"['Q2', '业绩', '超', '预期', '光伏', '钨丝', '、', '三元', '材料', '放量', '迅速']","['Q2', '业绩', '超', '预期', '光伏', '钨丝', '、', '三元', '材料', '放量', '迅速']"
1411,长城汽车,"['Q2', '归母', '净利润', '大幅', '改善', '产品', '结构', '持续', '优化', '带动', '智能化', '电动', '化', '转型']","['Q2', '归母', '净利润', '大幅', '改善', '产品', '结构', '持续', '优化', '带动', '智能化', '电动', '化', '转型']"
1412,华电国际,"['煤价', '高位', '不改', '稳健', '增长', '上半年', '业绩', '实现', '超', '预期', '表现']","['煤价', '高位', '不改', '稳健', '增长', '上半年', '业绩', '实现', '超', '预期', '表现']"
1413,中国建筑,"['6', '月', '建筑', '订单', '恢复', '地产', '优势', '有望', '强化']","['6', '月', '建筑', '订单', '恢复', '地产', '优势', '有望', '强化']"
1414,继峰股份,"['短期', '业绩', '承压', '静待', '新', '业务', '放量', '突破']","['短期', '业绩', '承压', '静待', '新', '业务', '放量', '突破']"
1415,粤电力A,"['成本', '高位', '电量', '回落', 'Q2', '业绩', '持续', '承压']","['成本', '高位', '电量', '回落', 'Q2', '业绩', '持续', '承压']"
1416,光线传媒,"['疫情', '承压', '不改', '基本面', '优势', '影片', '储备', '丰富', '静待', '大片', '上映']","['疫情', '承压', '不改', '基本面', '优势', '影片', '储备', '丰富', '静待', '大片', '上映']"
1417,科达制造,"['向', '新能源', '材料', '平台', '更进一步']","['向', '新能源', '材料', '平台', '更进一步']"
1418,杉杉股份,"['Q2', '业绩', '环比', '增长', '深度', '绑定', '上下游', '资源']","['Q2', '业绩', '环比', '增长', '深度', '绑定', '上下游', '资源']"
1419,江苏银行,"['盈利', '及', '资产', '质量', '预告', '双丰收']","['盈利', '及', '资产', '质量', '预告', '双丰收']"
1420,江苏银行,"['趋势', '向上', '加速', '奔跑']","['趋势', '向上', '加速', '奔跑']"
1421,首旅酒店,"['疫情', '扰动', '业绩', '预亏', '疫后', '弹性', '复苏', '可', '期']","['疫情', '扰动', '业绩', '预亏', '疫后', '弹性', '复苏', '可', '期']"
1422,锦江酒店,"['上半年', '疫情', '承压', '疫情', '企稳下', '预计', 'Q2', '业绩', '环比', '修复', '显著']","['上半年', '疫情', '承压', '疫情', '企稳下', '预计', 'Q2', '业绩', '环比', '修复', '显著']"
1423,金博股份,"['碳', '／', '碳热场', '龙头', '新', '材料', '平台', '加速', '成型']","['碳', '／', '碳热场', '龙头', '新', '材料', '平台', '加速', '成型']"
1424,新凤鸣,"['逆境', '下', 'Q2', '业绩', '超', '预期', '看好', '长丝', '旺季', '迎', '底部', '反转', '—', '—', '公司', '信息', '更新', '报告']","['逆境', '下', 'Q2', '业绩', '超', '预期', '看好', '长丝', '旺季', '迎', '底部', '反转', '—', '—', '公司', '信息', '更新', '报告']"
1425,国联股份,"['无惧', '疫情', '上半年', '业绩', '近乎', '翻倍', '保供', '保畅', '多方', '响应', '彰显', '平台', '价值']","['无惧', '疫情', '上半年', '业绩', '近乎', '翻倍', '保供', '保畅', '多方', '响应', '彰显', '平台', '价值']"
1426,巴比食品,"['疫情', '下', '韧性', '凸显', '扣非', '净利润', '实现', '逆势', '增长', '—', '—', '中', '小盘', '信息', '更新']","['疫情', '下', '韧性', '凸显', '扣非', '净利润', '实现', '逆势', '增长', '—', '—', '中', '小盘', '信息', '更新']"
1427,厦钨新能,"['Q2', '业绩', '超', '预期', '单吨', '盈利', '大幅', '提升']","['Q2', '业绩', '超', '预期', '单吨', '盈利', '大幅', '提升']"
1428,分众传媒,"['疫情', '冲击', '业绩', '承压', '静待疫', '后', '复苏']","['疫情', '冲击', '业绩', '承压', '静待疫', '后', '复苏']"
1429,天目湖2,"['上半年', '业绩', '承压', '多', '因素', '驱动', '三季度', '业绩', '复苏']","['上半年', '业绩', '承压', '多', '因素', '驱动', '三季度', '业绩', '复苏']"
1430,视源股份,"['成本', '下行', '利润', '持续', '兑现', '静待', 'H2', '国内', '整机', '复苏']","['成本', '下行', '利润', '持续', '兑现', '静待', 'H2', '国内', '整机', '复苏']"
